ID,Department,School
OBL09,Oral Biology,School of Dental Medicine
SNG14,School of Nursing,School of Nursing
CSE14,Computer Science and Engineering,School of Engineering and Applied Sciences
PHA13,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
MAE28,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
CHE27,Chemistry,College of Arts and Sciences
ENS02,Exercise and Nutrition Sciences,School of Public Health and Health Professions
LAI22,Learning and Instruction,Graduate School of Education
GLY12,Geology,College of Arts and Sciences
CE14,Chemical and Biological Engineering,School of Engineering and Applied Sciences
URP08,Urban and Regional Planning,School of Architecture and Planning
MIM12,Microbiology and Immunology,School of Medicine and Biomedical Sciences
MAE10,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
SS14,Center For The Arts,School Service
CIE20,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
MDC27,Medicine,School of Medicine and Biomedical Sciences
PEI19,Pediatrics,School of Medicine and Biomedical Sciences
SS15,Student Health and Wellness,School Service
PEI49,Pediatrics,School of Medicine and Biomedical Sciences
EE30,Electrical Engineering,School of Engineering and Applied Sciences
CIE27,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
CSEP07,"Counseling, School and Educational Psychology",Graduate School of Education
PEI50,Pediatrics,School of Medicine and Biomedical Sciences
CHE14,Chemistry,College of Arts and Sciences
ODS10,Oral Diagnostic Sciences,School of Dental Medicine
SUR03,Surgery,School of Medicine and Biomedical Sciences
PSY20,Psychology,College of Arts and Sciences
ORT02,Orthodontics,School of Dental Medicine
LIS05,Library and Information Studies,Graduate School of Education
STOR04,"Science, Technology Transfer and Economic Outreach",Research Center and Institute
NER05,Neurosurgery,School of Medicine and Biomedical Sciences
LAI09,Learning and Instruction,Graduate School of Education
IE09,Industrial and Systems Engineering,School of Engineering and Applied Sciences
STEP02,Science and Technology Enrichment Program,Graduate School of Education
SNG17,School of Nursing,School of Nursing
FMM08,Family Medicine,School of Medicine and Biomedical Sciences
BIO19,Biological Sciences,College of Arts and Sciences
BCH18,Biochemistry,School of Medicine and Biomedical Sciences
CHE23,Chemistry,College of Arts and Sciences
BIO20,Biological Sciences,College of Arts and Sciences
BIO07,Biological Sciences,College of Arts and Sciences
ODS13,Oral Diagnostic Sciences,School of Dental Medicine
PSY10,Psychology,College of Arts and Sciences
MDC19,Medicine,School of Medicine and Biomedical Sciences
LIN01,Linguistics,College of Arts and Sciences
BIO18,Biological Sciences,College of Arts and Sciences
ENS04,Exercise and Nutrition Sciences,School of Public Health and Health Professions
MTH06,Mathematics,College of Arts and Sciences
GLY02,Geology,College of Arts and Sciences
CDS15,Communicative Disorders & Sciences,College of Arts and Sciences
LAI11,Learning and Instruction,Graduate School of Education
BIO16,Biological Sciences,College of Arts and Sciences
MIM15,Microbiology and Immunology,School of Medicine and Biomedical Sciences
CPMC01,Cora P Maloney College,Research Center and Institute
BIO21,Biological Sciences,College of Arts and Sciences
CHE22,Chemistry,College of Arts and Sciences
MAE09,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
APY01,Anthropology,College of Arts and Sciences
BIO12,Biological Sciences,College of Arts and Sciences
BIO04,Biological Sciences,College of Arts and Sciences
PHA21,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
MAE20,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
MIM16,Microbiology and Immunology,School of Medicine and Biomedical Sciences
GEO09,Geography,College of Arts and Sciences
BIO08,Biological Sciences,College of Arts and Sciences
IE14,Industrial and Systems Engineering,School of Engineering and Applied Sciences
BIO13,Biological Sciences,College of Arts and Sciences
CRSE01,Center for Research and Education in Special Environments,Research Center and Institute
LAW06,Law School,Law School
OPH02,Ophthalmology,School of Medicine and Biomedical Sciences
PSY05,Psychology,College of Arts and Sciences
SS09,Arts and Sciences Library,School Service
ENG05,English,College of Arts and Sciences
PEI25,Pediatrics,School of Medicine and Biomedical Sciences
CHE07,Chemistry,College of Arts and Sciences
PHA04,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
SSW11,School of Social Work,School of Social Work
ART01,Art,College of Arts and Sciences
CHI08,Psychiatry,School of Medicine and Biomedical Sciences
MIM11,Microbiology and Immunology,School of Medicine and Biomedical Sciences
GEO12,Geography,College of Arts and Sciences
CEL01,Center for Entrepreneurial Leadership,School of Management
ARC05,Architecture,School of Architecture and Planning
APY11,Anthropology,College of Arts and Sciences
RES13,Rehabilitation Sciences,School of Public Health and Health Professions
RTD01,Restorative Dentistry,School of Dental Medicine
PHS10,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
EEH14,Epidemiology and Environmental Health,School of Public Health and Health Professions
CDS09,Communicative Disorders & Sciences,College of Arts and Sciences
SS11,Health Sciences Library,School Service
SSW03,School of Social Work,School of Social Work
BCH17,Biochemistry,School of Medicine and Biomedical Sciences
SNG10,School of Nursing,School of Nursing
MIM19,Microbiology and Immunology,School of Medicine and Biomedical Sciences
CCR05,Center for Computational Research,Research Center and Institute
LIN03,Linguistics,College of Arts and Sciences
PHS03,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
PEI08,Pediatrics,School of Medicine and Biomedical Sciences
COF02,Communications Officer,School of Architecture and Planning
MAE02,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
SS12,WBFO,School Service
MDC40,Medicine,School of Medicine and Biomedical Sciences
PHS06,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
PHA24,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
MTH15,Mathematics,College of Arts and Sciences
NEU13,Neurology,School of Medicine and Biomedical Sciences
NEU16,Neurology,School of Medicine and Biomedical Sciences
CE08,Chemical and Biological Engineering,School of Engineering and Applied Sciences
CE06,Chemical and Biological Engineering,School of Engineering and Applied Sciences
BCH10,Biochemistry,School of Medicine and Biomedical Sciences
NEU10,Neurology,School of Medicine and Biomedical Sciences
CHE17,Chemistry,College of Arts and Sciences
CSE01,Computer Science and Engineering,School of Engineering and Applied Sciences
OPH01,Ophthalmology,School of Medicine and Biomedical Sciences
PHS14,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
MTH02,Mathematics,College of Arts and Sciences
SNG16,School of Nursing,School of Nursing
LAI13,Learning and Instruction,Graduate School of Education
PED05,Periodontics and Endodontics,School of Dental Medicine
MTH11,Mathematics,College of Arts and Sciences
PT17,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
MAE03,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
PHY21,Physics,College of Arts and Sciences
CDS12,Communicative Disorders & Sciences,College of Arts and Sciences
PT14,Pharmacology & Toxicology,School of Medicine and Biomedical Sciences
PB01,Physiology & Biophysics,School of Medicine and Biomedical Sciences
CL01,Classics,College of Arts and Sciences
BIO23,Biological Sciences,College of Arts and Sciences
CDS03,Communicative Disorders & Sciences,College of Arts and Sciences
CHE13,Chemistry,College of Arts and Sciences
PHY17,Physics,College of Arts and Sciences
PHA23,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
PSC03,Political Science,College of Arts and Sciences
PHA22,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
SCO05,Sociology,College of Arts and Sciences
CHHB02,Community Health and Health Behavior,School of Public Health and Health Professions
CIE25,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
ANE02,Anesthesiology,School of Medicine and Biomedical Sciences
APY05,Anthropology,College of Arts and Sciences
PEI02,Pediatrics,School of Medicine and Biomedical Sciences
OBL01,Oral Biology,School of Dental Medicine
EEH09,Epidemiology and Environmental Health,School of Public Health and Health Professions
PEI42,Pediatrics,School of Medicine and Biomedical Sciences
ENS05,Exercise and Nutrition Sciences,School of Public Health and Health Professions
EE20,Electrical Engineering,School of Engineering and Applied Sciences
EEH07,Epidemiology and Environmental Health,School of Public Health and Health Professions
CHI05,Psychiatry,School of Medicine and Biomedical Sciences
RLL03,Romance Languages and Literature,College of Arts and Sciences
FMM14,Family Medicine,School of Medicine and Biomedical Sciences
NEU21,Neurology,School of Medicine and Biomedical Sciences
CDS14,Communicative Disorders & Sciences,College of Arts and Sciences
PSY08,Psychology,College of Arts and Sciences
PHY14,Physics,College of Arts and Sciences
CHE06,Chemistry,College of Arts and Sciences
GYN05,Gynecology & Obstetrics,School of Medicine and Biomedical Sciences
SUR08,Surgery,School of Medicine and Biomedical Sciences
BCH11,Biochemistry,School of Medicine and Biomedical Sciences
MDC31,Medicine,School of Medicine and Biomedical Sciences
BCH19,Biochemistry,School of Medicine and Biomedical Sciences
PB13,Physiology & Biophysics,School of Medicine and Biomedical Sciences
PSC02,Political Science,College of Arts and Sciences
SNG07,School of Nursing,School of Nursing
NUM02,Nuclear Medicine,School of Medicine and Biomedical Sciences
PB17,Physiology & Biophysics,School of Medicine and Biomedical Sciences
PSY15,Psychology,College of Arts and Sciences
CIE15,"Civil, Structural & Environmental Engineering",School of Engineering and Applied Sciences
CE16,Chemical and Biological Engineering,School of Engineering and Applied Sciences
NEU20,Neurology,School of Medicine and Biomedical Sciences
RIA25,Research Institute on Addictions,Research Center and Institute
MTH08,Mathematics,College of Arts and Sciences
SSW04,School of Social Work,School of Social Work
URO02,Urology,School of Medicine and Biomedical Sciences
PSY02,Psychology,College of Arts and Sciences
CE09,Chemical and Biological Engineering,School of Engineering and Applied Sciences
ELP05,Educational Leadership and Policy,Graduate School of Education
CHE24,Chemistry,College of Arts and Sciences
NEU18,Neurology,School of Medicine and Biomedical Sciences
CHE19,Chemistry,College of Arts and Sciences
NER07,Neurosurgery,School of Medicine and Biomedical Sciences
MDC12,Medicine,School of Medicine and Biomedical Sciences
CSE10,Computer Science and Engineering,School of Engineering and Applied Sciences
LAW04,Law School,Law School
CSE29,Computer Science and Engineering,School of Engineering and Applied Sciences
APY09,Anthropology,College of Arts and Sciences
NEU12,Neurology,School of Medicine and Biomedical Sciences
CSEP02,"Counseling, School and Educational Psychology",Graduate School of Education
LAI15,Learning and Instruction,Graduate School of Education
MTH13,Mathematics,College of Arts and Sciences
PHY18,Physics,College of Arts and Sciences
NUM04,Nuclear Medicine,School of Medicine and Biomedical Sciences
PB07,Physiology & Biophysics,School of Medicine and Biomedical Sciences
SS04,General Library Access Services,School Service
CSE20,Computer Science and Engineering,School of Engineering and Applied Sciences
BIO11,Biological Sciences,College of Arts and Sciences
LIN06,Linguistics,College of Arts and Sciences
SS10,Health Sciences Library,School Service
NUM05,Nuclear Medicine,School of Medicine and Biomedical Sciences
CHHB06,Community Health and Health Behavior,School of Public Health and Health Professions
SSW14,School of Social Work,School of Social Work
MIM17,Microbiology and Immunology,School of Medicine and Biomedical Sciences
PB20,Physiology & Biophysics,School of Medicine and Biomedical Sciences
BCH09,Biochemistry,School of Medicine and Biomedical Sciences
BCH06,Biochemistry,School of Medicine and Biomedical Sciences
BME03,Biomedical Engineering,School of Engineering and Applied Sciences
LIS01,Library and Information Studies,Graduate School of Education
RES01,Rehabilitation Sciences,School of Public Health and Health Professions
SNG08,School of Nursing,School of Nursing
EE09,Electrical Engineering,School of Engineering and Applied Sciences
GEO04,Geography,College of Arts and Sciences
MDC15,Medicine,School of Medicine and Biomedical Sciences
CDS13,Communicative Disorders & Sciences,College of Arts and Sciences
ELP04,Educational Leadership and Policy,Graduate School of Education
GLY13,Geology,College of Arts and Sciences
CHE16,Chemistry,College of Arts and Sciences
COM07,Communication,College of Arts and Sciences
LAI16,Learning and Instruction,Graduate School of Education
MTH14,Mathematics,College of Arts and Sciences
NEU19,Neurology,School of Medicine and Biomedical Sciences
MTH07,Mathematics,College of Arts and Sciences
ENS03,Exercise and Nutrition Sciences,School of Public Health and Health Professions
SDDO02,Dean's Office,School of Dental Medicine
DMS02,Media Study,College of Arts and Sciences
OPH06,Ophthalmology,School of Medicine and Biomedical Sciences
SSW10,School of Social Work,School of Social Work
MDC06,Medicine,School of Medicine and Biomedical Sciences
NEU05,Neurology,School of Medicine and Biomedical Sciences
SS08,Office of Vice Provost for International Education,School Service
PB05,Physiology & Biophysics,School of Medicine and Biomedical Sciences
MAE27,Mechanical & Aerospace Engineering,School of Engineering and Applied Sciences
PHS13,Pharmaceutical Sciences,School of Pharmacy and Pharmaceutical Sciences
MDC35,Medicine,School of Medicine and Biomedical Sciences
EE03,Electrical Engineering,School of Engineering and Applied Sciences
BIO10,Biological Sciences,College of Arts and Sciences
EE26,Electrical Engineering,School of Engineering and Applied Sciences
PED03,Periodontics and Endodontics,School of Dental Medicine
BCLS04,Biotechnical and Clinical Laboratory Sciences,School of Medicine and Biomedical Sciences
PSY14,Psychology,College of Arts and Sciences
MDC55,Medicine,School of Medicine and Biomedical Sciences
MDC38,Medicine,School of Medicine and Biomedical Sciences
APY12,Anthropology,College of Arts and Sciences
RES12,Rehabilitation Sciences,School of Public Health and Health Professions
LAI19,Learning and Instruction,Graduate School of Education
LAI17,Learning and Instruction,Graduate School of Education
APY10,Anthropology,College of Arts and Sciences
SUR05,Surgery,School of Medicine and Biomedical Sciences
SS02,University Police,School Service
EE28,Electrical Engineering,School of Engineering and Applied Sciences
MTH05,Mathematics,College of Arts and Sciences
PSY16,Psychology,College of Arts and Sciences
OPH07,Ophthalmology,School of Medicine and Biomedical Sciences
OUPP01,Office for University Preparatory Programs,Graduate School of Education
PHA09,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
CSEP11,"Counseling, School and Educational Psychology",Graduate School of Education
CAT03,Center for Assistive Technology,School of Public Health and Health Professions
SSW02,School of Social Work,School of Social Work
LGRG01,Institute for Local Governance And Regional Growth,Research Center and Institute
PHA16,Pharmacy,School of Pharmacy and Pharmaceutical Sciences
SUR04,Surgery,School of Medicine and Biomedical Sciences
